ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s)
34,simple,ET-1200120206,تشک یک و نیم نفره 200 * 120 کامل طبی 6 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره کامل طبی با 6 سال ضمانت,"تشک یک و نیم نفره 200 × 120 کامل طبی 6 سال ضمانت رویال

اگر به دنبال یک تشک با کیفیت و راحتی بی‌نظیر هستید، تشک یک و نیم نفره کامل طبی 6 سال ضمانت رویال با ابعاد 200 × 120 سانتی‌متر گزینه‌ای ایده‌آل برای شماست. این تشک با طراحی کامل طبی و ارتفاع 24cm، به شما کمک می‌کند تا خواب راحت و آرامی داشته باشید و از خستگی روزانه خود رهایی یابید.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 6 سال ضمانت
- ارتفاع تشک: 24cm
- مدل: کامل طبی
- نوع: بدون فنر
- پارچه: پنبه دوزی پفکی
- درصد طبی: ۱۰۰٪
- مناسب افراد با وزن: 100 کیلوگرم

ویژگی‌های برتر:
تشک یک و نیم نفره کامل طبی 6 سال ضمانت رویال از بهترین مواد اولیه و استاندارد ساخته شده است. این محصول برای افرادی طراحی شده که به دنبال حمایت کامل از بدن خود در طول شب هستند. درصد طبی ۱۰۰٪ این تشک، آن را به یک انتخاب عالی برای افرادی که از مشکلات خواب یا دردهای عضلانی رنج می‌برند، تبدیل می‌کند.

یکی از ویژگی‌های بارز این تشک، تأییدیه‌های حاصل از نظرات متخصصین ارتوپدی است. این تأییدیه نشان‌دهنده کیفیت و اثربخشی تشک در بهبود کیفیت خواب و حمایت از بدن در حین استراحت است. رویه تشک دو فصل است که به شما این امکان را می‌دهد تا در هر فصل از سال از راحتی آن بهره‌مند شوید. پارچه پنبه دوزی پفکی، به نرمی و لطافت تشک افزوده و احساس آرامش بیشتری را به شما القا می‌کند.

نگهداری آسان:
این تشک کامل طبی همچنین دارای پد جداشونده قابل شستشو است که به شما اجازه می‌دهد به سادگی از نظافت و بهداشت تشک خود مطمئن شوید. با این ویژگی، شما می‌توانید به راحتی پد را جدا کرده و آن را شستشو دهید، که این امر به طول عمر تشک و حفظ کیفیت آن کمک می‌کند.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است و زمان ارسال ۱ الی ۳ روز کاری می‌باشد.

نتیجه‌گیری:
با ضمانت 6 ساله، تشک یک و نیم نفره رویال نه تنها یک سرمایه‌گذاری عالی در خواب است، بلکه به شما این امکان را می‌دهد که با اطمینان کامل از محصول خود بهره‌برداری کنید. با انتخاب تشک رویال، شما در مسیر بهبود کیفیت خواب و افزایش سلامتی خود قدم برداشته‌اید.",taxable,1,50,11700000,,"تشک > یک و نیم نفره,تشک > کامل طبی","تشک,یک و نیم نفره,طبی,رویال",,سایز,200 × 120,نوع,کامل طبی,گارانتی,6 سال
35,simple,ET-1200120204,تشک یک و نیم نفره 200 * 120 کامل طبی 4 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره کامل طبی با 4 سال ضمانت,"تشک یک و نیم نفره 200 × 120 کامل طبی 4 سال ضمانت رویال

اگر به دنبال یک تشک با کیفیت و راحتی بی‌نظیر هستید، تشک یک و نیم نفره کامل طبی 4 سال ضمانت رویال با ابعاد 200 × 120 سانتی‌متر گزینه‌ای ایده‌آل برای شماست. این تشک با طراحی کامل طبی و ارتفاع 23cm، به شما کمک می‌کند تا خواب راحت و آرامی داشته باشید و از خستگی روزانه خود رهایی یابید.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 4 سال ضمانت
- ارتفاع تشک: 23cm
- مدل: کامل طبی
- نوع: بدون فنر
- پارچه: پنبه دوزی پفکی
- درصد طبی: ۱۰۰٪
- مناسب افراد با وزن: 90 کیلوگرم

ویژگی‌های برتر:
تشک یک و نیم نفره کامل طبی 4 سال ضمانت رویال از بهترین مواد اولیه و استاندارد ساخته شده است. این محصول برای افرادی طراحی شده که به دنبال حمایت کامل از بدن خود در طول شب هستند. درصد طبی ۱۰۰٪ این تشک، آن را به یک انتخاب عالی برای افرادی که از مشکلات خواب یا دردهای عضلانی رنج می‌برند، تبدیل می‌کند.

یکی از ویژگی‌های بارز این تشک، تأییدیه‌های حاصل از نظرات متخصصین ارتوپدی است. این تأییدیه نشان‌دهنده کیفیت و اثربخشی تشک در بهبود کیفیت خواب و حمایت از بدن در حین استراحت است. رویه تشک دو فصل است که به شما این امکان را می‌دهد تا در هر فصل از سال از راحتی آن بهره‌مند شوید. پارچه پنبه دوزی پفکی، به نرمی و لطافت تشک افزوده و احساس آرامش بیشتری را به شما القا می‌کند.

نگهداری آسان:
این تشک کامل طبی همچنین دارای پد جداشونده قابل شستشو است که به شما اجازه می‌دهد به سادگی از نظافت و بهداشت تشک خود مطمئن شوید. با این ویژگی، شما می‌توانید به راحتی پد را جدا کرده و آن را شستشو دهید، که این امر به طول عمر تشک و حفظ کیفیت آن کمک می‌کند.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است و زمان ارسال ۱ الی ۳ روز کاری می‌باشد.

نتیجه‌گیری:
با ضمانت 4 ساله، تشک یک و نیم نفره رویال نه تنها یک سرمایه‌گذاری عالی در خواب است، بلکه به شما این امکان را می‌دهد که با اطمینان کامل از محصول خود بهره‌برداری کنید. با انتخاب تشک رویال، شما در مسیر بهبود کیفیت خواب و افزایش سلامتی خود قدم برداشته‌اید.",taxable,1,50,7500000,,"تشک > یک و نیم نفره,تشک > کامل طبی","تشک,یک و نیم نفره,طبی,رویال",,سایز,200 × 120,نوع,کامل طبی,گارانتی,4 سال
36,simple,ET-1200120202,تشک یک و نیم نفره 200 * 120 کامل طبی 2 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره کامل طبی با 2 سال ضمانت,"تشک یک و نیم نفره 200 × 120 کامل طبی 2 سال ضمانت رویال

اگر به دنبال یک تشک با کیفیت و راحتی بی‌نظیر هستید، تشک یک و نیم نفره کامل طبی 2 سال ضمانت رویال با ابعاد 200 × 120 سانتی‌متر گزینه‌ای ایده‌آل برای شماست. این تشک با طراحی کامل طبی و ارتفاع 22cm، به شما کمک می‌کند تا خواب راحت و آرامی داشته باشید و از خستگی روزانه خود رهایی یابید.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 2 سال ضمانت
- ارتفاع تشک: 22cm
- مدل: کامل طبی
- نوع: بدون فنر
- پارچه: پنبه دوزی پفکی
- درصد طبی: ۱۰۰٪
- مناسب افراد با وزن: 80 کیلوگرم

ویژگی‌های برتر:
تشک یک و نیم نفره کامل طبی 2 سال ضمانت رویال از بهترین مواد اولیه و استاندارد ساخته شده است. این محصول برای افرادی طراحی شده که به دنبال حمایت کامل از بدن خود در طول شب هستند. درصد طبی ۱۰۰٪ این تشک، آن را به یک انتخاب عالی برای افرادی که از مشکلات خواب یا دردهای عضلانی رنج می‌برند، تبدیل می‌کند.

یکی از ویژگی‌های بارز این تشک، تأییدیه‌های حاصل از نظرات متخصصین ارتوپدی است. این تأییدیه نشان‌دهنده کیفیت و اثربخشی تشک در بهبود کیفیت خواب و حمایت از بدن در حین استراحت است. رویه تشک دو فصل است که به شما این امکان را می‌دهد تا در هر فصل از سال از راحتی آن بهره‌مند شوید. پارچه پنبه دوزی پفکی، به نرمی و لطافت تشک افزوده و احساس آرامش بیشتری را به شما القا می‌کند.

نگهداری آسان:
این تشک کامل طبی همچنین دارای پد جداشونده قابل شستشو است که به شما اجازه می‌دهد به سادگی از نظافت و بهداشت تشک خود مطمئن شوید. با این ویژگی، شما می‌توانید به راحتی پد را جدا کرده و آن را شستشو دهید، که این امر به طول عمر تشک و حفظ کیفیت آن کمک می‌کند.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است و زمان ارسال ۱ الی ۳ روز کاری می‌باشد.

نتیجه‌گیری:
با ضمانت 2 ساله، تشک یک و نیم نفره رویال نه تنها یک سرمایه‌گذاری عالی در خواب است، بلکه به شما این امکان را می‌دهد که با اطمینان کامل از محصول خود بهره‌برداری کنید. با انتخاب تشک رویال، شما در مسیر بهبود کیفیت خواب و افزایش سلامتی خود قدم برداشته‌اید.",taxable,1,50,5400000,,"تشک > یک و نیم نفره,تشک > کامل طبی","تشک,یک و نیم نفره,طبی,رویال",,سایز,200 × 120,نوع,کامل طبی,گارانتی,2 سال
37,simple,ET-1200120114,تشک یک و نیم نفره 200 * 120 طبی فنری 14 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 14 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 14 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 14 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 14 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۱۱۰ کیلوگرم و بالاتر است. در تشک 14 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۴۰٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 14 سال ضمانت
- ارتفاع تشک: 27cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۴۰٪
- مناسب افراد با وزن: ۱۱۰ کیلوگرم و بالاتر
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 5/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,19500000,18400000,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,14 سال
38,simple,ET-1200120112,تشک یک و نیم نفره 200 * 120 طبی فنری 12 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 12 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 12 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 12 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 12 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۱۰۰ کیلوگرم است. در تشک 12 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۳۵٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 12 سال ضمانت
- ارتفاع تشک: 26cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۳۵٪
- مناسب افراد با وزن: ۱۰۰ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 4/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,17600000,16900000,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,12 سال
39,simple,ET-1200120110,تشک یک و نیم نفره 200 * 120 طبی فنری 10 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 10 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 10 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 10 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 10 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۱۰۰ کیلوگرم است. در تشک 10 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۳۵٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 10 سال ضمانت
- ارتفاع تشک: 26cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۳۵٪
- مناسب افراد با وزن: ۱۰۰ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 4/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,14800000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,10 سال
40,simple,ET-1200120108,تشک یک و نیم نفره 200 * 120 طبی فنری 8 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 8 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 8 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 8 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 8 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۹۰ کیلوگرم است. در تشک 8 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۳۰٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 8 سال ضمانت
- ارتفاع تشک: 26cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۳۰٪
- مناسب افراد با وزن: ۹۰ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 4/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,12300000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,8 سال
41,simple,ET-1200120106,تشک یک و نیم نفره 200 * 120 طبی فنری 6 سال ضمانت رویال,1,1,visible,تشک یک و نیم نفره طبی فنری با 6 سال ضمانت - پرفروش,"تشک یک و نیم نفره 200 × 120 طبی فنری 6 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 6 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 6 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۸۵ کیلوگرم است. در تشک 6 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۳۰٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 6 سال ضمانت
- ارتفاع تشک: 26cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۳۰٪
- مناسب افراد با وزن: ۸۵ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 4/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,80,11100000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال,پرفروش",,سایز,200 × 120,نوع,طبی فنری,گارانتی,6 سال
42,simple,ET-1200120105,تشک یک و نیم نفره 200 * 120 طبی فنری 5 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 5 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 5 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 5 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 5 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۸۵ کیلوگرم است. در تشک 5 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۳۰٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 5 سال ضمانت
- ارتفاع تشک: 26cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۳۰٪
- مناسب افراد با وزن: ۸۵ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 4/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,8300000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,5 سال
43,simple,ET-1200120104,تشک یک و نیم نفره 200 * 120 طبی فنری 4 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 4 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 4 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 4 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 4 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۸۰ کیلوگرم است. در تشک 4 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۲۵٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 4 سال ضمانت
- ارتفاع تشک: 25cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۲۵٪
- مناسب افراد با وزن: ۸۰ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 3/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,7600000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,4 سال
44,simple,ET-1200120103,تشک یک و نیم نفره 200 * 120 طبی فنری 3 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره طبی فنری با 3 سال ضمانت,"تشک یک و نیم نفره 200 × 120 طبی فنری 3 سال ضمانت رویال

تشک یک و نیم نفره طبی فنری 3 سال ضمانت رویال در دسته تشک‌های با کیفیت بالا قرار می‌گیرد. تولید این تشک با دقت بالا در کارخانه تشک رویال انجام می‌شود. در تولید این تشک از مواد اولیه با کیفیت و استاندارد استفاده شده است.

خصوصیات تشک یک و نیم نفره 3 سال ضمانت رویال:
این تشک مناسب افراد با وزن حدود ۷۵ کیلوگرم است. در تشک 3 سال ضمانت رویال از فنر میکرو استفاده می‌شود. به دلیل درصد متریال طبی استفاده شده در آن (٪۲۰٪) از لحاظ سفتی و یا نرمی تشک در رده میانه قرار می‌گیرد. این ویژگی هم به خواب راحت‌تر شما کمک کرده و هم از گردن درد و کمر درد جلوگیری می‌کند.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 3 سال ضمانت
- ارتفاع تشک: 25cm
- نوع: فنر میکرو
- پارچه: پنبه دوزی پفکی
- مدل: طبی فنری
- درصد طبی: ۲۰٪
- مناسب افراد با وزن: ۷۵ کیلوگرم
- ویژگی: استفاده از مواد اولیه با کیفیت و دارای استاندارد
- تأییدیه: بهره‌گیری از نظرات متخصصین ارتوپدی
- رویه تشک: دو فصل
- درجه سفتی تشک: 3/10
- زمان ارسال: ۱ الی ۳ روز کاری

رویه دو فصل:
این تشک دارای ویژگی دو فصل است. رویه دو فصل بنابر شرایط فصلی باعث عبور هوا در طرف تابستانه و نگهداشت گرما در طرف زمستانه می‌شود. این ویژگی آرامش هرچه بیشتر را برای شما به ارمغان می‌آورد.

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,6900000,,"تشک > یک و نیم نفره,تشک > طبی فنری","تشک,یک و نیم نفره,طبی فنری,رویال",,سایز,200 × 120,نوع,طبی فنری,گارانتی,3 سال
45,simple,ET-1200120102,تشک یک و نیم نفره 200 * 120 فنری 2 سال ضمانت رویال,1,0,visible,تشک یک و نیم نفره فنری با 2 سال ضمانت,"تشک یک و نیم نفره 200 × 120 فنری 2 سال ضمانت رویال

تشک یک و نیم نفره فنری 2 سال ضمانت رویال یک انتخاب اقتصادی و با کیفیت برای کسانی است که به دنبال یک تشک فنری استاندارد با قیمت مناسب هستند. این تشک با استفاده از فنرهای با کیفیت و رویه پنبه دوزی پفکی تولید شده است.

مشخصات فنی:
- ابعاد: 200 × 120 سانتی‌متر
- گارانتی: 2 سال ضمانت
- نوع: فنری
- پارچه: پنبه دوزی پفکی
- زمان ارسال: ۱ الی ۳ روز کاری

ارسال رایگان:
با انتخاب این تشک شما هیچ هزینه اضافی برای حمل و نقل پرداخت نمی‌کنید و آن را درب منزل تحویل می‌گیرید. ارسال برای شهر اصفهان رایگان است.",taxable,1,50,5800000,,"تشک > یک و نیم نفره,تشک > فنری","تشک,یک و نیم نفره,فنری,رویال",,سایز,200 × 120,نوع,فنری,گارانتی,2 سال
